pid,persona_suffix,persona_id,condition,description_answer,description_yes,image_answer,image_yes,relatable_answer,usefulness_answer,is_stereo
6a0b135d47338dcc5f7d97fc,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a0b135d47338dcc5f7d97fc,sofia,a_s_sofia,stereo,No,0.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,True
6a0b135d47338dcc5f7d97fc,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
6a0b135d47338dcc5f7d97fc,ray,a_s_ray,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
69ff644a20a296f2eb3cb8a8,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
69ff644a20a296f2eb3cb8a8,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
69ff644a20a296f2eb3cb8a8,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
69ff644a20a296f2eb3cb8a8,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
69ff644a20a296f2eb3cb8a8,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Somewhat disagree,True
69ff644a20a296f2eb3cb8a8,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6695700163bdc868081f582c,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
6695700163bdc868081f582c,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6695700163bdc868081f582c,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
6695700163bdc868081f582c,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
6695700163bdc868081f582c,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Strongly disagree,True
6695700163bdc868081f582c,james,a_s_james,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
69a132dca4c10c33ce2e0482,eleanor,a_us_eleanor,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
69a132dca4c10c33ce2e0482,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
69a132dca4c10c33ce2e0482,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
69a132dca4c10c33ce2e0482,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
69a132dca4c10c33ce2e0482,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
69a132dca4c10c33ce2e0482,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69fc84eb0f9abbff1e8170ce,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
69fc84eb0f9abbff1e8170ce,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
69fc84eb0f9abbff1e8170ce,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Strongly agree,Somewhat agree,False
69fc84eb0f9abbff1e8170ce,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat agree,Neither agree nor disagree,True
69fc84eb0f9abbff1e8170ce,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly agree,Strongly agree,True
69fc84eb0f9abbff1e8170ce,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69f4451102805d82768ac1d5,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
69f4451102805d82768ac1d5,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
69f4451102805d82768ac1d5,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
69f4451102805d82768ac1d5,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Somewhat agree,Strongly agree,True
69f4451102805d82768ac1d5,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Strongly agree,True
69f4451102805d82768ac1d5,james,a_s_james,stereo,Yes,1.0,No,0.0,Somewhat agree,Strongly agree,True
69834f3a1d8b3442f40efebf,mei,a_us_mei,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
69834f3a1d8b3442f40efebf,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,False
69834f3a1d8b3442f40efebf,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,False
69834f3a1d8b3442f40efebf,bernie,a_s_bernie,stereo,No,0.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,True
69834f3a1d8b3442f40efebf,sofia,a_s_sofia,stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,True
69834f3a1d8b3442f40efebf,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69fca092d151d32505080fa2,eleanor,a_us_eleanor,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69fca092d151d32505080fa2,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Strongly agree,False
69fca092d151d32505080fa2,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Strongly disagree,Somewhat disagree,False
69fca092d151d32505080fa2,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Strongly disagree,True
69fca092d151d32505080fa2,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat disagree,True
69fca092d151d32505080fa2,james,a_s_james,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat agree,True
6a023f4680391bcad5d12a8e,mei,a_us_mei,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat disagree,False
6a023f4680391bcad5d12a8e,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
6a023f4680391bcad5d12a8e,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
6a023f4680391bcad5d12a8e,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a023f4680391bcad5d12a8e,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a023f4680391bcad5d12a8e,james,a_s_james,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a06ee4535f3599505bc54f6,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a06ee4535f3599505bc54f6,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a06ee4535f3599505bc54f6,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a06ee4535f3599505bc54f6,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,True
6a06ee4535f3599505bc54f6,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a06ee4535f3599505bc54f6,aisha,a_s_aisha,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,True
6a04712ea149bbd7e5d0a10d,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a04712ea149bbd7e5d0a10d,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a04712ea149bbd7e5d0a10d,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a04712ea149bbd7e5d0a10d,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,True
6a04712ea149bbd7e5d0a10d,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,True
6a04712ea149bbd7e5d0a10d,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Strongly agree,Somewhat disagree,True
6a0cbcf2dfec28ecd231ff80,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0cbcf2dfec28ecd231ff80,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0cbcf2dfec28ecd231ff80,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0cbcf2dfec28ecd231ff80,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
6a0cbcf2dfec28ecd231ff80,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a0cbcf2dfec28ecd231ff80,james,a_s_james,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,True
6a0487e38079417b7af5c78c,marcus,a_us_marcus,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a0487e38079417b7af5c78c,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
6a0487e38079417b7af5c78c,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
6a0487e38079417b7af5c78c,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat agree,True
6a0487e38079417b7af5c78c,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a0487e38079417b7af5c78c,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Somewhat disagree,Neither agree nor disagree,True
5ae0c7d4e0feeb0001caff2b,mei,a_us_mei,non_stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,False
5ae0c7d4e0feeb0001caff2b,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
5ae0c7d4e0feeb0001caff2b,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Strongly agree,Somewhat agree,False
5ae0c7d4e0feeb0001caff2b,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
5ae0c7d4e0feeb0001caff2b,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
5ae0c7d4e0feeb0001caff2b,ray,a_s_ray,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat agree,True
6793b24867d67e714c19d140,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat agree,False
6793b24867d67e714c19d140,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
6793b24867d67e714c19d140,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
6793b24867d67e714c19d140,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
6793b24867d67e714c19d140,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat agree,True
6793b24867d67e714c19d140,james,a_s_james,stereo,No,0.0,Yes,1.0,Strongly disagree,Strongly disagree,True
57d42e23f7b8540001e77bfc,mei,a_us_mei,non_stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,False
57d42e23f7b8540001e77bfc,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
57d42e23f7b8540001e77bfc,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
57d42e23f7b8540001e77bfc,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Somewhat agree,True
57d42e23f7b8540001e77bfc,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Strongly disagree,True
57d42e23f7b8540001e77bfc,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat disagree,True
69ef88c8becdb4be332455d4,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Strongly disagree,False
69ef88c8becdb4be332455d4,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Strongly disagree,False
69ef88c8becdb4be332455d4,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Strongly disagree,False
69ef88c8becdb4be332455d4,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Strongly disagree,True
69ef88c8becdb4be332455d4,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat disagree,Strongly disagree,True
69ef88c8becdb4be332455d4,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a009fb698bfd622eca974a9,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Strongly agree,Somewhat agree,False
6a009fb698bfd622eca974a9,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
6a009fb698bfd622eca974a9,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat disagree,False
6a009fb698bfd622eca974a9,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
6a009fb698bfd622eca974a9,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a009fb698bfd622eca974a9,james,a_s_james,stereo,No,0.0,No,0.0,Somewhat disagree,Strongly disagree,True
69fa07e70c715dd540eb3e37,mei,a_us_mei,non_stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat agree,False
69fa07e70c715dd540eb3e37,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,False
69fa07e70c715dd540eb3e37,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Strongly agree,False
69fa07e70c715dd540eb3e37,sofia,a_s_sofia,stereo,No,0.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,True
69fa07e70c715dd540eb3e37,caroline,a_s_caroline,stereo,No,0.0,No,0.0,Strongly disagree,Neither agree nor disagree,True
69fa07e70c715dd540eb3e37,james,a_s_james,stereo,No,0.0,No,0.0,Strongly disagree,Somewhat disagree,True
69f34e896cc303af6179f627,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69f34e896cc303af6179f627,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,False
69f34e896cc303af6179f627,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,False
69f34e896cc303af6179f627,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69f34e896cc303af6179f627,sofia,a_s_sofia,stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,True
69f34e896cc303af6179f627,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69ce8a70eaea367be2555303,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
69ce8a70eaea367be2555303,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69ce8a70eaea367be2555303,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
69ce8a70eaea367be2555303,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
69ce8a70eaea367be2555303,caroline,a_s_caroline,stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat disagree,True
69ce8a70eaea367be2555303,aisha,a_s_aisha,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a0dad3034c47c5d4019cf1a,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0dad3034c47c5d4019cf1a,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,False
6a0dad3034c47c5d4019cf1a,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0dad3034c47c5d4019cf1a,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a0dad3034c47c5d4019cf1a,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a0dad3034c47c5d4019cf1a,james,a_s_james,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,True
69f9fafbeb629895d8478fed,eleanor,a_us_eleanor,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
69f9fafbeb629895d8478fed,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat disagree,False
69f9fafbeb629895d8478fed,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
69f9fafbeb629895d8478fed,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat disagree,True
69f9fafbeb629895d8478fed,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
69f9fafbeb629895d8478fed,ray,a_s_ray,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
6a0c3ccfc64cec9e6cbe98f3,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0c3ccfc64cec9e6cbe98f3,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
6a0c3ccfc64cec9e6cbe98f3,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat disagree,False
6a0c3ccfc64cec9e6cbe98f3,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Strongly disagree,True
6a0c3ccfc64cec9e6cbe98f3,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Somewhat disagree,Strongly disagree,True
6a0c3ccfc64cec9e6cbe98f3,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,True
6a0df0a3b59e467b84081550,eleanor,a_us_eleanor,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,False
6a0df0a3b59e467b84081550,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a0df0a3b59e467b84081550,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
6a0df0a3b59e467b84081550,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Strongly disagree,True
6a0df0a3b59e467b84081550,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a0df0a3b59e467b84081550,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
69fca06d5978f0e043cc098d,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
69fca06d5978f0e043cc098d,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69fca06d5978f0e043cc098d,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
69fca06d5978f0e043cc098d,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
69fca06d5978f0e043cc098d,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
69fca06d5978f0e043cc098d,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat disagree,True
69ff3544a146b1ea268e0e0a,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Strongly disagree,Somewhat agree,False
69ff3544a146b1ea268e0e0a,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Somewhat agree,False
69ff3544a146b1ea268e0e0a,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat disagree,Strongly agree,False
69ff3544a146b1ea268e0e0a,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat agree,True
69ff3544a146b1ea268e0e0a,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
69ff3544a146b1ea268e0e0a,james,a_s_james,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a08d7ebd6444314bbbf1112,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat disagree,False
6a08d7ebd6444314bbbf1112,richard,a_us_richard,non_stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,False
6a08d7ebd6444314bbbf1112,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat disagree,False
6a08d7ebd6444314bbbf1112,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a08d7ebd6444314bbbf1112,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a08d7ebd6444314bbbf1112,aisha,a_s_aisha,stereo,No,0.0,No,0.0,Strongly disagree,Strongly disagree,True
69f9f0668bf5734f80f13a7c,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69f9f0668bf5734f80f13a7c,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69f9f0668bf5734f80f13a7c,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Somewhat agree,False
69f9f0668bf5734f80f13a7c,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,True
69f9f0668bf5734f80f13a7c,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly agree,Somewhat agree,True
69f9f0668bf5734f80f13a7c,james,a_s_james,stereo,No,0.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
63ff73ed36feccbe522ca754,eleanor,a_us_eleanor,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
63ff73ed36feccbe522ca754,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,False
63ff73ed36feccbe522ca754,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
63ff73ed36feccbe522ca754,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly agree,Somewhat agree,True
63ff73ed36feccbe522ca754,caroline,a_s_caroline,stereo,No,0.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,True
63ff73ed36feccbe522ca754,ray,a_s_ray,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,True
69fdf337817e7f5b9b30861e,mei,a_us_mei,non_stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat agree,False
69fdf337817e7f5b9b30861e,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
69fdf337817e7f5b9b30861e,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
69fdf337817e7f5b9b30861e,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat agree,True
69fdf337817e7f5b9b30861e,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
69fdf337817e7f5b9b30861e,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Somewhat disagree,Neither agree nor disagree,True
6a0dbb6ce7b5b74816801849,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
6a0dbb6ce7b5b74816801849,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a0dbb6ce7b5b74816801849,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Strongly agree,False
6a0dbb6ce7b5b74816801849,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,True
6a0dbb6ce7b5b74816801849,caroline,a_s_caroline,stereo,No,0.0,Yes,1.0,Strongly disagree,Neither agree nor disagree,True
6a0dbb6ce7b5b74816801849,ray,a_s_ray,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Somewhat agree,True
61051e6133be9809ad619c55,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
61051e6133be9809ad619c55,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,False
61051e6133be9809ad619c55,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,False
61051e6133be9809ad619c55,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
61051e6133be9809ad619c55,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
61051e6133be9809ad619c55,aisha,a_s_aisha,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Strongly disagree,True
5827634ea80bf4000199994b,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Strongly agree,Somewhat agree,False
5827634ea80bf4000199994b,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,False
5827634ea80bf4000199994b,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat disagree,False
5827634ea80bf4000199994b,bernie,a_s_bernie,stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,True
5827634ea80bf4000199994b,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Strongly disagree,True
5827634ea80bf4000199994b,james,a_s_james,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat disagree,True
58277a9ac297cc0001f2dd79,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
58277a9ac297cc0001f2dd79,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Strongly agree,Strongly agree,False
58277a9ac297cc0001f2dd79,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
58277a9ac297cc0001f2dd79,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
58277a9ac297cc0001f2dd79,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,True
58277a9ac297cc0001f2dd79,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
